파일,Step,타이틀,CPT코드,이유,Action(앞80자)
2025/2025수능_13.md,2,직선 OP의 방정식을 구하고 영역의 구조 분석하기,10공수1-02-09,"키워드 미매칭 (코드: 10공수1-02-09, 키워드: 연립일차부등식, 연립일차부등식, 부등식, 범위)","[10공수1-02-09] $f(3) = 27 - 21 + 6 = 12$ 이므로 점 $\mathrm{P}$의 좌표 $(3, 12)$를 구하고 직선"
2025/2025수능_13.md,3,정적분의 성질을 이용하여 넓이의 차 산출하기,12미적Ⅰ-03-06,"키워드 미매칭 (코드: 12미적Ⅰ-03-06, 키워드: 속도, 거리, 속도, 거리, 이동거리)","[12미적Ⅰ-03-06] $A$는 $y$축과 곡선, 직선 사이의 넓이, $B$는 곡선과 직선 사이의 넓이임을 이용하여 $\int_{0}^{3} "
2025/2025수능_01.md,1,밑을 거듭제곱으로 통일하여 유리수 지수로 변환하고 지수 덧셈 법칙으로 곱셈 계산하기,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)","[12대수01-03] $\sqrt[3]{5}=5^{1/3}$, $25^{1/3}=(5^2)^{1/3}=5^{2/3}$. $5^{1/3}\time"
2025/2025수능_09.md,1,정적분의 구간 성질을 이용하여 복잡한 정적분 등식을 단순화하기,12미적Ⅰ-03-05,"키워드 미매칭 (코드: 12미적Ⅰ-03-05, 키워드: 도형의 넓이, 도형의 넓이, 넓이, 곡선으로 둘러싸인, 면적)",[12미적Ⅰ-03-05] 정적분의 성질 (이항 및 적분 구간 연결)
2025/2025수능_09.md,2,정적분을 계산하여 a에 대한 방정식을 세우고 양수 해를 구하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] 다항함수의 정적분 (적분 계산 및 근 구하기)
2025/2025수능_16.md,2,진수의 등치 관계로 이차방정식을 세우고 진수 조건을 적용하여 해를 구하기,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] 이차방정식 풀이 및 진수 조건 확인
2025/2025수능_19.md,2,극댓값 식을 통해 a 구하기 및 목표 함숫값 계산하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] 함수에 대입하여 방정식 풀이 및 최종 값 대입
2025/2025수능_22.md,1,'조건을 만족시키는 최솟값'의 의미 파악하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)","[12대수03-06] $m=3$을 대입하여 목표 관계식을 설정하고, $m=1, 2$일 때 성립하지 않음을 부등식으로 명제화"
2025/2025수능_확28.md,1,약수와 배수 조건을 분석하여 가능한 양 끝 함숫값의 순서쌍 파악하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] $6$의 약수인 $1, 2, 3, 6$이 되도록 하는 $f(1)$과 $f(6)$의 조합 중 $f(1) \le f(6)$"
2025/2025수능_확30.md,2,특수 시행의 횟수를 기준으로 배반사건 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] 특수 시행의 발생 횟수($0$, $1$, $2$, $3$회)를 기준으로 배반사건을 나누고, 나머지 시행 횟수 분배"
2026/2026.6모_05.md,1,다항함수를 부정적분하여 원시함수를 구한 후 경계값을 대입해 정적분 값 산출하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] 원시함수 $F(x) = 2x^3 - x^2 + x$. $F(2)-F(0)=(16-4+2)-0=14$
2026/2026.6모_09.md,1,정적분의 덧셈 성질을 이용하여 주어진 등식을 단순한 적분식으로 변환하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] 다항함수의 정적분 (정적분의 덧셈과 뺄셈 성질)
2026/2026.6모_09.md,2,대칭 구간의 기함수·우함수 적분 성질을 이용하여 미지수 상수 확정하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] 다항함수의 정적분 (기함수와 우함수의 적분 성질 활용)
2026/2026.6모_12.md,2,경우의 수 열거로 조건을 만족하는 수열 후보를 확정하기,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)","[12대수03-06] $n=1,2$ 에서 경우의 수 탐색. AA: $a_3=a_1-6\neq a_1$. AB: $a_3=2(a_1-3)=a_1$"
2026/2026.6모_13.md,1,차함수를 정의하여 곡선과 직선의 교점 및 대소 관계를 결정하기,12미적Ⅰ-03-05,"키워드 미매칭 (코드: 12미적Ⅰ-03-05, 키워드: 도형의 넓이, 도형의 넓이, 넓이, 곡선으로 둘러싸인, 면적)",[12미적Ⅰ-03-05] $h(x)=f(x)-\!\left(\frac{1}{3}x-\frac{2}{3}\right)=3x^2-\frac{22}{
2026/2026.6모_13.md,3,정적분 방정식을 인수분해하여 조건을 만족하는 k를 결정하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] $H(x)=x^3-\frac{11}{3}x^2+\frac{8}{3}x$ 로 계산 후 $H(k)=0$ 을 인수분해하여 $
2026/2026.6모_18.md,2,자연수 제곱합·합 공식으로 분리된 각 시그마의 값을 산출하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] 자연수의 거듭제곱의 합 계산 공식 적용
2026/2026.6모_21.md,1,첫 번째 극한 조건을 이용하여 사차함수의 인수 파악하기,12미적Ⅰ-01-03,"키워드 미매칭 (코드: 12미적Ⅰ-01-03, 키워드: 함수의 연속, 연속, 불연속, 연속함수)",[12미적Ⅰ-01-03] $x=1$ 과 $x=2$ 에서 좌우 극한의 부호가 바뀜을 분석하여 $g(x)$ 의 영점 도출
2026/2026.6모_21.md,2,두 번째 극한 조건을 이용하여 이차함수의 함숫값 확정하기,12미적Ⅰ-01-03,"키워드 미매칭 (코드: 12미적Ⅰ-01-03, 키워드: 함수의 연속, 연속, 불연속, 연속함수)",[12미적Ⅰ-01-03] 극한식에 $g(x)=f(x)h(x)$ 를 대입하여 식을 정리한 후 좌우 극한이 일치할 조건 수립
2026/2026.6모_22.md,3,세 점의 좌표를 이용하여 삼각형 넓이 공식으로 최종값 산출하기,10공수2-01-03,"키워드 미매칭 (코드: 10공수2-01-03, 키워드: 점과 직선 사이의 거리, 점과 직선 사이의 거리, 수선의 발)",[10공수2-01-03] 원점과 두 점의 좌표를 이용한 사선 공식(또는 삼각형 넓이 공식) 적용
2026/2026.6모_확25.md,2,추출된 항을 나머지 인수와 곱하여 목표 차수의 계수를 최종 합산하기,12확통01-03,"키워드 미매칭 (코드: 12확통01-03, 키워드: 이항정리, 이항정리, 이항계수, 파스칼)",[12확통01-03] $80x^3\cdot1+(-40x^2)\cdot x=80-40=40$
2026/2026.6모_확27.md,1,경우를 분류하여 조건에 맞는 선택 방법의 수를 계산하기,10공수1-03-03,"키워드 미매칭 (코드: 10공수1-03-03, 키워드: 조합, 조합, ncr, 이항계수)","[10공수1-03-03] 경우1: 남4+여1 → $_{5}C_{4}_{3}C_{1}=15$, 경우2: 남5+여0 → $_{5}C_{5}=1$"
2026/2026.6모_확27.md,2,원형 순열을 적용하여 모든 경우의 배열 수를 합산하기,12확통01-01,"키워드 미매칭 (코드: 12확통01-01, 키워드: 중복순열, 같은 것이 있는 순열, 중복순열, 같은 것이 있는 순열, 원순열)",[12확통01-01] 원형 순열: $(5-1)!=4!=24$. 합계: $(15+1)\times24=384$
2026/2026.6모_확28.md,1,배수 조건에 맞는 시행 횟수를 변수로 설정하여 두 사건의 교집합 확정하기,9수02-04,"키워드 미매칭 (코드: 9수02-04, 키워드: 일차방정식, 문제해결)",[9수02-04] 3의 배수가 나오는 횟수를 $x$ 라 하고 각 상자의 공의 개수를 $x$ 에 대한 식으로 표현하여 부등식 풀이
2026/2026.6모_확30.md,1,부등식 조건과 홀수 성질을 이용하여 함수 관계식 및 케이스를 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] $x=1,2,3,4$ 를 대입하여 각 $f(x)$ 간의 대소 관계를 도출하고, 공역의 조건에 따라 $f(2)$ 의 가능"
2026/2026.9모_07.md,3,접선 방정식에 특정 점을 대입하여 상수 a의 값 산출하기,10공수2-01-02,"키워드 미매칭 (코드: 10공수2-01-02, 키워드: 평행 조건, 수직 조건, 평행, 수직, 기울기)",[10공수2-01-02] 직선의 방정식 (직선 위 점 대입)
2026/2026.9모_12.md,2,두 선분의 길이가 같다는 조건으로 방정식을 세워 지수 관계식 확정하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)","[12대수01-02] $AB^2=t^2+(a^{2t}-a^t)^2$, $AC^2=t^2+a^{2t}$. 같다고 놓으면 $(a^{2t}-a^t)^"
2026/2026.9모_12.md,3,삼각형 넓이 조건을 이용하여 매개변수 t의 값을 결정하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)","[12대수01-02] $a^t=2$ 이므로 B$=(2t,\,4)$, C$=(2t,\,0)$. BC$=4$ (수직). A에서 직선 BC($x=2t"
2026/2026.9모_12.md,4,확보된 지수 관계식에 매개변수를 대입하여 밑을 결정하고 목표 곱 계산하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] $a^4=2$ → $a=2^{\frac{1}{4}}$. $a\times t=2^{\frac{1}{4}}\times4=2^{
2026/2026.9모_13.md,3,허용 범위 내의 정수를 나열하여 정수 k의 개수를 산출하기,12미적Ⅰ-01-02,"키워드 미매칭 (코드: 12미적Ⅰ-01-02, 키워드: 극한의 성질, 극한값, 극한의 성질, 극한값, 극한)",[12미적Ⅰ-01-02] Case A와 Case B의 합집합으로 허용 $k$ 결정 후 정수 개수 산출
2026/2026.9모_15.md,2,실근 개수를 이용하여 다항함수 식의 형태 분류하기,10공수1-02-07,"키워드 미매칭 (코드: 10공수1-02-07, 키워드: 삼차방정식, 사차방정식, 삼차방정식, 사차방정식, 삼차)",[10공수1-02-07] $x=0$ 에서의 접선 기울기 $f'(0)$ 가 $1$ 인 경우와 $-1$ 인 경우로 나누어 함수식 설정
2026/2026.9모_18.md,2,연립방정식 풀이를 통해 등차수열의 초항과 공차를 계산하기,9수02-04,"키워드 미매칭 (코드: 9수02-04, 키워드: 일차방정식, 문제해결)",[9수02-04] 연립방정식 풀이
2026/2026.9모_19.md,2,극솟값이 a라는 조건을 이용하여 상수 a 값 확정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] 함수의 그래프 (극댓값과 극솟값 판별을 통한 상수결정 방정식)
2026/2026.9모_20.md,1,원에 내접하는 사각형의 닮음 조건과 비례식으로 변의 관계를 도출하기,12대수02-03,"키워드 미매칭 (코드: 12대수02-03, 키워드: 사인법칙, 코사인법칙, 사인법칙, 코사인법칙, 삼각형 넓이)",[12대수02-03] $\overline{\mathrm{PB}}:\overline{\mathrm{PC}} = \overline{\mathrm{P
2026/2026.9모_21.md,4,도함수의 함숫값 계산으로 최종값 산출하기,12미적Ⅰ-02-04,"키워드 미매칭 (코드: 12미적Ⅰ-02-04, 키워드: 미분법, 다항함수, 미분법, 곱의 미분, 다항함수)",[12미적Ⅰ-02-04] 완성된 도함수 식에 $x=10$ 을 대입하여 계산
2026/2026.9모_22.md,2,두 점 사이의 기울기 조건을 이용하여 미지수에 대한 연립방정식 수립하기,10공수2-01-01,"키워드 미매칭 (코드: 10공수2-01-01, 키워드: 선분의 내분, 내분점, 내분점, 중점, 외분점)",[10공수2-01-01] 기울기 식을 비례상수 $k$ 로 치환하여 $y$ 절편 차이 식에 대입
2026/2026.9모_확26.md,1,표준오차 공식으로 표본의 표준오차를 계산하여 신뢰구간 구성 준비하기,12확통03-06,"키워드 미매칭 (코드: 12확통03-06, 키워드: 표본평균, 모평균, 표본비율, 모비율, 표본평균)",[12확통03-06] 표준오차: $\frac{\sigma}{\sqrt{n}}=\frac{2\sqrt{2}}{\sqrt{128}}=\frac{2\
2026/2026수능_03.md,2,자연수의 합 공식을 이용하여 시그마 항을 수치로 계산하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] 거듭제곱의 합 계산 (자연수의 합 공식)
2026/2026수능_06.md,2,대입법으로 연립방정식을 풀어 밑 a의 지수 관계를 결정하기,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)",[12대수01-03] 연립방정식 풀이 (대입법)
2026/2026수능_07.md,1,두 곡선을 연립하여 교점의 x좌표를 결정하고 적분 구간을 설정하기,10공수1-02-04,"키워드 미매칭 (코드: 10공수1-02-04, 키워드: 이차방정식, 이차함수, 이차방정식, 이차함수)",[10공수1-02-04] 방정식의 해 구하기 (두 함수의 교점의 x좌표)
2026/2026수능_09.md,2,접하는 조건으로 미정계수를 결정하고 목표 함숫값 계산하기,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)",[12미적Ⅰ-02-08] 함수의 그래프 (극댓값 또는 극솟값 계산 및 방정식 산출)
2026/2026수능_10.md,2,AB=BC 등거리 조건을 이용하여 A의 y좌표를 결정하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)","[12대수01-02] $a^t-2=2$ → $a^t=4$. 그러므로 A$=(t,\,2)$"
2026/2026수능_10.md,3,삼각형 넓이 조건으로 x좌표를 결정하고 지수 관계식으로 밑을 구해 목표 곱 산출하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)","[12대수01-02] $|AC|=4$, 높이$=t$. $2t=8$ → $t=4$. $a^4=4=2^2$ → $a=2^{1/2}$. $a\time"
2026/2026수능_15.md,3,구간별 정적분 계산으로 최종값 산출하기,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] $a=4$ 를 대입하여 $h(3)$ 의 값을 구간을 나누어 정적분으로 계산
2026/2026수능_19.md,1,다항함수 미분법으로 도함수를 구하여 닫힌 구간 내 극값 후보를 파악하기,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)",[12미적Ⅰ-02-08] 다항함수의 최댓값과 최솟값 (도함수를 통해 구간 내 극값 확인)
2026/2026수능_19.md,2,후보점의 함숫값을 비교하여 닫힌 구간의 최댓값과 최솟값을 결정하기,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)",[12미적Ⅰ-02-08] 다항함수의 최댓값과 최솟값 (후보 점의 함숫값 비교)
2026/2026수능_21.md,3,집합의 원소 조건을 이용하여 미지수 산출하기,10공수1-02-08,"키워드 미매칭 (코드: 10공수1-02-08, 키워드: 연립이차방정식, 연립이차방정식, 연립이차)","[10공수1-02-08] $g(-1)$과 $g(1)$을 $k, \alpha$로 표현한 식과 집합의 원소를 짝지어 연립방정식 풀이. $x=-5$ "
2026/2026수능_확25.md,1,같은 색 또는 같은 수의 사건을 분리하여 경우의 수를 계산하기,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)",[12확통02-02] 전체: $_{10}C_{2}=45$. 같은 색: $_{5}C_{2}+_{5}C_{2}=20$. 다른 색·같은 수: 공통 숫
2026/2026수능_확28.md,1,독립시행의 확률을 이용하여 전체 공의 합이 홀수일 확률을 산출하기,12확통02-06,"키워드 미매칭 (코드: 12확통02-06, 키워드: 확률의 곱셈정리, 확률의 곱셈정리, 곱셈정리)",[12확통02-06] 주사위 눈에 따른 1회 시행의 특징을 분류하고 독립시행의 확률을 적용하여 합이 홀수가 될 확률 계산
2026/2026수능_확28.md,2,연립방정식으로 교집합 사건의 조건식 수립하기,9수02-04,"키워드 미매칭 (코드: 9수02-04, 키워드: 일차방정식, 문제해결)",[9수02-04] 각 사건의 발생 횟수를 미지수로 두고 연립방정식을 세워 홀수 조건을 만족하는 발생 횟수 조합 도출
2026/2026수능_확30.md,1,배반사건을 이용하여 주머니 구성 케이스 분류하기,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] 1개인 주머니 수 $k_1$ 에 따라 전체 공의 개수 $8$ 이 되는 2개인 주머니 수 $k_2$ 와 빈 주머니 수 $
2028/2028.예시_08.md,2,다항함수 부정적분 후 정적분 구간 계산으로 정적분 값 결정,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $f(x)=x^3+3x^2+2$를 $[0,2]$에서 적분"
2028/2028.예시_12.md,2,전체 경우의 수와 비교하여 확률 산출,10공수1-03-03,"키워드 미매칭 (코드: 10공수1-03-03, 키워드: 조합, 조합, ncr, 이항계수)",[10공수1-03-03] 제2열 3장을 선택하는 전체 경우의 수 $\binom{9}{3}=84$. 제2열 내 배열 순서는 분자·분모에서 동일하게
2028/2028.예시_14.md,2,수열 값 동치 조건으로 삼차방정식 인수분해 후 상수 후보 확정,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)",[12대수03-06] $6k+2 = 2k^3+2k^2+2k+2$ → $2k^3+2k^2-4k=0$ → $2k(k^2+k-2)=0$ → $k(k+
2028/2028.예시_14.md,3,k 후보별 절댓값 합 비교로 최댓값 확정,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)","[12대수03-06] 각 $k$ 값에서 $a_1=6k+2$, $a_2=4k+2$를 계산하여 $|a_1|+|a_2|$ 비교"
2028/2028.예시_16.md,2,b 부호별 교점 수 대조로 유효 순서쌍 선별 후 합의 최댓값·최솟값 합산,12대수02-02,"키워드 미매칭 (코드: 12대수02-02, 키워드: 삼각함수, 그래프, 주기성, 삼각함수, sin)","[12대수02-02] 위 분석에서 유효한 $(a,b)$: $(5,2)$, $(10,3)$, $(5,-2)$, $(10,-3)$ 검토. $a+b$"
2028/2028.예시_18.md,1,두 곡선이 직선 y=x 위의 두 점을 지나는 조건으로 함수 인수 설정,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] $f(x)-x$, $g(x)-x$는 공통근 $\alpha, \beta$를 가짐. 최고차항 계수 1인 삼차함수 $f$에 "
2028/2028.예시_20.md,2,절댓값 적분 조건으로 각 구간 넓이 수치 확정,12미적Ⅰ-03-06,"키워드 미매칭 (코드: 12미적Ⅰ-03-06, 키워드: 속도, 거리, 속도, 거리, 이동거리)","[12미적Ⅰ-03-06] $h(x)=\int_0^x|f(t)|\,dt$이므로 $h(\beta)=\int_0^\alpha(-f)\,dt+\int_"
2028/2028.예시_20.md,3,"부호 구간별 정적분 부호 처리로 g(α), g(γ) 각각 산출 후 차이 계산",12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $g(\alpha)=\int_0^\alpha f(t)\,dt=-S_1=-4$. $g(\gamma)=g(\beta)+\i"
2028/2028.예시_21.md,2,연속 블록 1개(크기 5) 배열 패턴 열거,10공수1-03-02,"키워드 미매칭 (코드: 10공수1-03-02, 키워드: 순열, 순열, npr)","[10공수1-03-02] 블록 내 인접 쌍이 4개이고 이 중 정확히 3개가 (0,2)/(2,0)인 배열을 C(5,2)=10가지 중 열거: 패턴 "
2028/2028.예시_21.md,3,연속 블록 2개 배열 패턴 분류 및 합산,10공수1-03-02,"키워드 미매칭 (코드: 10공수1-03-02, 키워드: 순열, 순열, npr)","[10공수1-03-02] $(b_1,b_2)$ 별로 각 블록의 인접 쌍 수 합이 3이 되는 배열 수 × 위치 배치 수 산출. 위치 배치: $g_"
2028/2028.예시_21.md,4,블록 3개 이상 배제 및 최종 합산,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)",[10공수1-03-01] $m$개 블록의 최대 인접 쌍 수 = $5-m$. $m\geq3$이면 최대 $5-3=2<3$ → 조건 불만족. 전체 =
2028/2028.예시_25.md,2,극솟값 조건으로 b 결정 후 f(3) 산출,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $f(0)=b=5$ → $f(x)=x^3+3x^2+5$
2028/2028.예시_26.md,2,k=3에서 확률의 합 조건으로 a 표현,12확통03-01,"키워드 미매칭 (코드: 12확통03-01, 키워드: 확률변수, 확률분포, 확률변수, 확률분포, 이산확률변수)",[12확통03-01] $a+b\cdot\frac{11}{6}=1$ → $b=\frac{6(1-a)}{11}$
2028/2028.예시_27.md,2,삼각형 밑변·높이를 지수 표현으로 변환하여 넓이 일반항 수립,12대수01-03,"키워드 미매칭 (코드: 12대수01-03, 키워드: 지수법칙의 활용, 밑의 조건, 지수법칙, 지수방정식, 지수부등식)","[12대수01-03] $\overline{A_nB_n}=4^{a_n}$ ($B_n$의 $y$좌표), $\overline{A_nA_{n+1}}=2"
2028/2028.예시_28.md,1,g(x)의 구조와 h(x)의 불연속 후보점 파악,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] $g(x)=f(x-a)$의 영점: $x=a$(단근), $x=a+1$(이중근), $x=a+2$(단근). $|x|-k=0$"
2028/2028.예시_28.md,4,"g'(x)의 임계점 분석으로 a, k 유일 결정 및 최종값 산출",12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $g'(x)=f'(x-a)$이고 $f'(t)=2(t-1)(2t^2-4t+1)$에서 $f$의 임계점: $t=1\pm\fr
2028/2028.예시_29.md,2,합 분포표 경우 조합 열거로 우열 확률과 교사건 확률 산출,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))",[12확통02-04] 각 경우를 조합하여 계산
2028/2028.예시_30.md,1,x=0이 교점이 되는 조건과 x≤0 구간 교점 치환 정리,12대수01-04,"키워드 미매칭 (코드: 12대수01-04, 키워드: 로그의 뜻, 로그의 성질, 로그, log, 상용로그)",[12대수01-04] $f(0)=3^{\frac{a+b}{6}}-a=0$ → $3^{\frac{a+b}{6}}=a$ …(**). $x\leq0$
